38,288
39,256
40,0
41,256
42,208
43,256
44,0
45,16
46,0
1,384
2,512
3,432
4,432
5,416
6,416
7,416
8,448
9,336
10,448
11,400
12,352
13,320
14,0
15,384
16,384
17,368
18,384
19,320
20,0
21,256
22,416
23,0
24,352
25,240
26,0
27,0
1,432
2,352
3,448
4,464
5,416
6,416
7,432
8,368
9,496
10,432
11,0
12,352
13,368
14,0
15,352
16,288
17,384
18,0
19,352
20,304
21,0
22,320
23,400
24,320
25,0
26,0
1,464
2,448
3,416
4,432
5,384
6,416
7,352
8,480
9,464
10,448
11,352
12,352
13,320
14,400
15,304
16,0
17,384
18,304
19,288
20,368
21,352
22,384
23,0
24,304
25,368
26,368
27,320
28,0
29,352
30,0
31,224
32,320
33,208
34,336
35,224
36,224
37,224
38,0
39,176
40,288
41,240
42,0
43,240
44,256
45,192
46,0
47,192
48,192
49,0
50,224
51,0
52,0
53,0
1,464
2,416
3,448
4,432
5,304
6,368
7,448
8,432
9,384
10,448
11,448
12,368
13,400
14,368
15,0
16,320
17,0
18,368
19,352
20,320
21,336
22,304
23,288
24,304
25,0
26,320
27,336
28,0
29,320
30,320
31,0
32,0
1,416
2,384
3,432
4,416
5,400
6,432
7,384
8,384
9,384
10,448
11,432
12,0
13,416
14,352
15,400
16,400
17,272
18,352
19,0
20,400
21,0
22,320
23,320
24,0
25,320
26,336
27,256
28,0
29,272
30,0
31,256
32,0
33,288
34,0
35,0
1,416
2,464
3,368
4,400
5,480
6,400
7,416
8,416
9,384
10,384
11,368
12,352
13,384
14,304
15,0
16,352
17,288
18,368
19,384
20,336
21,0
22,384
23,400
24,0
25,0
26,288
27,336
28,0
29,0
30,336
31,304
32,224
33,0
34,288
35,320
36,192
37,0
38,208
39,0
40,0
41,256
42,256
43,0
44,0
1,416
2,448
3,400
4,416
5,400
6,400
7,416
8,0
9,400
10,320
11,0
12,480
13,448
14,320
15,384
16,416
17,320
18,0
19,320
20,352
21,304
22,0
23,320
24,272
25,288
26,0
27,240
28,0
29,256
30,304
31,0
32,304
33,272
34,0
35,224
36,0
37,0
38,0
1,512
2,448
3,448
4,432
5,400
6,352
7,448
8,432
9,464
10,0
11,336
12,416
13,0
14,400
15,384
16,336
17,320
18,384
19,352
20,288
21,400
22,0
23,352
24,320
25,0
26,0
1,448
2,416
3,464
4,496
5,416
6,480
7,320
8,368
9,400
10,432
11,352
12,448
13,400
14,416
15,384
16,368
17,288
18,400
19,304
20,320
21,304
22,0
23,0
1,480
2,448
3,448
4,400
5,464
6,480
7,528
8,464
9,480
10,464
11,480
12,432
13,496
14,416
15,0
16,0
1,512
2,528
3,464
4,528
5,400
6,352
7,400
8,368
9,288
10,368
11,288
12,320
13,272
14,368
15,272
16,288
17,224
18,0
19,368
20,336
21,0
22,272
23,256
24,304
25,240
26,240
27,0
28,240
29,288
30,0
31,208
32,208
33,0
34,0
35,176
36,0
37,208
38,0
39,0
1,352
2,304
3,352
4,352
5,352
6,288
7,400
8,288
9,304
10,336
11,352
12,256
13,320
14,336
15,0
16,256
17,288
18,272
19,0
20,320
21,272
22,240
23,0
24,240
25,304
26,0
27,240
28,192
29,0
30,0
1,368
2,352
3,320
4,352
5,368
6,336
7,304
8,400
9,288
10,320
11,288
12,368
13,256
14,304
15,288
16,320
17,240
18,0
19,240
20,320
21,288
22,256
23,0
24,272
25,208
26,320
27,224
28,0
29,208
30,224
31,0
32,0
1,368
2,336
3,320
4,400
5,320
6,304
7,384
8,272
9,336
10,320
11,384
12,256
13,320
14,288
15,352
16,256
17,288
18,272
19,304
20,224
21,0
22,224
23,0
24,240
25,288
26,0
27,256
28,0
29,0
30,208
31,0
32,0
33,0
1,368
2,352
3,288
4,384
5,320
6,320
7,288
8,400
9,304
10,304
11,336
12,304
13,272
14,304
15,320
16,288
17,240
18,16
19,256
20,336
21,240
22,240
23,0
24,272
25,272
26,240
27,240
28,240
29,0
30,0
1,384
2,320
3,320
4,400
5,336
6,320
7,352
8,304
9,336
10,272
11,368
12,272
13,304
14,240
15,368
16,0
17,256
18,256
19,288
20,272
21,0
22,0
1,304
2,336
3,384
4,352
5,320
6,368
7,304
8,320
9,320
10,352
11,288
12,288
13,336
14,288
15,320
16,0
17,336
18,336
19,336
20,0
21,0
1,432
2,416
3,368
4,416
5,432
6,352
7,368
8,320
9,384
10,272
11,352
12,288
13,0
14,240
15,336
16,288
17,256
18,320
19,0
20,336
21,288
22,0
23,320
24,272
25,0
26,304
27,0
28,240
29,0
30,336
31,0
32,304
33,0
34,208
35,256
36,0
37,0
1,352
2,416
3,368
4,336
5,384
6,320
7,288
8,368
9,304
10,304
11,304
12,368
13,288
14,288
15,256
16,320
17,272
18,0
19,240
20,272
21,304
22,16
23,224
24,240
25,224
26,0
27,304
28,224
29,224
30,0
31,0
1,352
2,368
3,352
4,304
5,400
6,304
7,320
8,320
9,320
10,288
11,320
12,352
13,304
14,256
15,288
16,304
17,272
18,256
19,0
20,224
21,352
22,240
23,0
24,240
25,240
26,320
27,0
28,192
29,256
30,0
31,224
32,0
33,304
34,0
35,192
36,176
37,0
38,0
1,352
2,416
3,288
4,336
5,368
6,336
7,288
8,352
9,336
10,304
11,288
12,0
13,368
14,320
15,288
16,272
17,336
18,256
19,256
20,272
21,0
22,320
23,224
24,0
25,240
26,0
27,208
28,320
29,0
30,0
31,208
32,0
33,208
34,0
35,0
1,400
2,336
3,320
4,288
5,400
6,336
7,336
8,336
9,320
10,288
11,320
12,320
13,288
14,240
15,304
16,304
17,272
18,224
19,0
20,240
21,304
22,208
23,0
24,224
25,240
26,0
27,288
28,0
29,0
1,320
2,352
3,400
4,320
5,320
6,384
7,336
8,304
9,336
10,336
11,272
12,320
13,352
14,272
15,272
16,272
17,336
18,0
19,0
1,352
2,304
3,400
4,304
5,336
6,352
7,352
8,288
9,336
10,352
11,304
12,0
13,304
14,320
15,320
16,224
17,288
18,288
19,16
20,256
21,0
22,256
23,256
24,0
25,336
26,208
27,0
28,208
29,0
30,192
31,0
32,0
33,304
34,208
35,0
36,0
1,352
2,336
3,368
4,336
5,304
6,400
7,320
8,336
9,352
10,336
11,272
12,400
13,384
14,0
15,352
16,400
17,304
18,336
19,304
20,0
21,336
22,304
23,240
24,304
25,336
26,224
27,0
28,304
29,0
30,240
31,288
32,0
33,0
1,368
2,288
3,416
4,400
5,432
6,432
7,432
8,320
9,448
10,256
11,384
12,352
13,304
14,304
15,288
16,336
17,272
18,336
19,288
20,288
21,256
22,16
23,0
24,208
25,272
26,240
27,256
28,192
29,0
30,0
1,384
2,384
3,336
4,336
5,400
6,336
7,320
8,384
9,288
10,320
11,256
12,384
13,256
14,0
15,272
16,0
17,288
18,336
19,224
20,288
21,256
22,288
23,240
24,0
25,208
26,256
27,0
28,0
29,240
30,0
31,0
1,336
2,336
3,400
4,320
5,304
6,384
7,304
8,288
9,336
10,352
11,304
12,288
13,336
14,304
15,256
16,272
17,304
18,272
19,256
20,0
21,256
22,288
23,240
24,240
25,0
26,208
27,0
28,240
29,0
30,224
31,0
32,0
33,0
34,0
1,320
2,336
3,352
4,368
5,272
6,432
7,288
8,336
9,288
10,384
11,288
12,336
13,336
14,304
15,256
16,288
17,304
18,288
19,240
20,240
21,0
22,304
23,0
24,288
25,0
26,0
27,192
28,0
29,240
30,0
31,256
32,0
33,208
34,192
35,0
36,208
37,208
38,256
39,0
40,192
41,160
42,0
43,112
44,0
45,144
46,224
47,112
48,176
49,0
50,144
51,0
52,144
53,112
54,112
55,0
56,0
1,352
2,352
3,336
4,368
5,304
6,304
7,384
8,288
9,320
10,288
11,352
12,272
13,288
14,304
15,320
16,272
17,256
18,0
19,336
20,240
21,272
22,0
23,240
24,272
25,16
26,256
27,0
28,0
1,320
2,352
3,368
4,336
5,288
6,416
7,288
8,320
9,304
10,384
11,256
12,304
13,336
14,304
15,256
16,288
17,320
18,272
19,0
20,256
21,240
22,336
23,0
24,240
25,224
26,0
27,0
1,400
2,336
3,320
4,320
5,368
6,304
7,304
8,368
9,304
10,272
11,320
12,400
13,304
14,272
15,352
16,304
17,0
18,288
19,384
20,0
21,320
22,272
23,0
24,320
25,0
26,304
27,304
28,0
29,272
30,240
31,288
32,0
33,0
34,224
35,0
36,208
37,240
38,0
39,304
40,160
41,0
42,144
43,240
44,0
45,0
1,400
2,336
3,304
4,368
5,320
6,384
7,400
8,400
9,304
10,336
11,368
12,368
13,288
14,400
15,336
16,272
17,320
18,384
19,288
20,0
21,256
22,288
23,0
24,256
25,224
26,0
27,224
28,256
29,0
30,272
31,0
32,0
1,320
2,336
3,416
4,304
5,320
6,368
7,304
8,288
9,352
10,336
11,320
12,0
13,304
14,336
15,288
16,256
17,272
18,304
19,0
20,240
21,0
22,224
23,240
24,320
25,224
26,0
27,240
28,208
29,0
30,0
1,352
2,336
3,336
4,400
5,288
6,336
7,304
8,352
9,304
10,320
11,0
12,368
13,288
14,0
15,256
16,0
17,272
18,304
19,256
20,0
21,256
22,0
23,272
24,256
25,256
26,0
27,240
28,0
29,272
30,0
31,208
32,0
33,288
34,0
35,256
36,0
37,256
38,0
39,0
40,192
41,0
42,160
43,0
44,160
45,0
46,176
47,160
48,0
49,0
1,336
2,320
3,336
4,336
5,352
6,336
7,384
8,320
9,304
10,352
11,304
12,288
13,272
14,368
15,288
16,16
17,272
18,240
19,0
20,320
21,240
22,0
23,288
24,0
25,0
1,400
2,320
3,304
4,352
5,336
6,336
7,304
8,384
9,320
10,304
11,320
12,352
13,240
14,0
15,272
16,336
17,256
18,256
19,224
20,336
21,256
22,256
23,0
24,224
25,0
26,288
27,224
28,0
29,0
1,384
2,304
3,368
4,320
5,336
6,384
7,288
8,320
9,368
10,288
11,304
12,288
13,0
14,336
15,320
16,256
17,0
18,272
19,304
20,288
21,0
22,224
23,304
24,0
25,256
26,0
27,240
28,0
29,224
30,224
31,0
32,0
1,320
2,336
3,304
4,416
5,320
6,448
7,368
8,288
9,288
10,368
11,288
12,288
13,288
14,336
15,272
16,0
17,0
1,352
2,384
3,336
4,304
5,384
6,320
7,320
8,288
9,400
10,272
11,368
12,384
13,384
14,336
15,384
16,304
17,0
18,288
19,320
20,0
21,368
22,256
23,0
24,0
25,0
26,224
27,0
28,288
29,352
30,224
31,256
32,192
33,0
34,256
35,192
36,192
37,192
38,192
39,0
40,224
41,192
42,0
43,208
44,0
45,192
46,192
47,0
48,192
49,0
50,144
51,176
52,112
53,0
54,128
55,0
56,80
57,0
58,144
59,0
60,96
61,80
62,64
63,0
64,112
65,64
66,64
67,64
68,0
69,80
70,48
71,32
72,48
73,48
74,32
75,48
76,16
77,32
78,0
79,16
80,0
81,0
1,384
2,416
3,416
4,352
5,304
6,400
7,272
8,496
9,448
10,288
11,0
12,320
13,336
14,0
15,256
16,288
17,240
18,352
19,256
20,0
21,224
22,272
23,288
24,0
25,0
1,336
2,320
3,400
4,320
5,320
6,368
7,352
8,304
9,304
10,368
11,304
12,0
13,304
14,336
15,0
16,256
17,240
18,272
19,320
20,256
21,0
22,256
23,224
24,0
25,304
26,240
27,240
28,208
29,16
30,208
31,272
32,0
33,208
34,0
35,208
36,176
37,0
38,240
39,0
40,176
41,0
42,176
43,0
44,144
45,0
46,0
1,384
2,352
3,320
4,368
5,384
6,336
7,320
8,384
9,272
10,336
11,304
12,384
13,256
14,304
15,288
16,0
17,272
18,0
19,240
20,272
21,256
22,0
23,0
1,336
2,320
3,384
4,320
5,336
6,304
7,384
8,304
9,320
10,352
11,288
12,288
13,288
14,320
15,288
16,256
17,0
18,272
19,0
20,304
21,0
22,208
23,272
24,0
25,256
26,256
27,0
28,0
1,304
2,336
3,400
4,320
5,288
6,432
7,320
8,320
9,320
10,0
11,336
12,288
13,0
14,304
15,288
16,272
17,0
18,288
19,224
20,336
21,0
22,256
23,208
24,272
25,256
26,240
27,224
28,0
29,208
30,0
31,224
32,272
33,0
34,224
35,176
36,208
37,0
38,272
39,0
40,224
41,0
42,160
43,0
44,0
45,144
46,0
47,0
1,384
2,336
3,352
4,320
5,384
6,304
7,304
8,384
9,320
10,304
11,336
12,320
13,288
14,288
15,320
16,288
17,240
18,272
19,304
20,256
21,0
22,288
23,0
24,320
25,352
26,320
27,0
28,224
29,0
30,0
1,400
2,336
3,304
4,400
5,336
6,320
7,288
8,400
9,272
10,400
11,400
12,352
13,368
14,384
15,320
16,320
17,320
18,0
19,0
20,384
21,288
22,320
23,304
24,0
25,272
26,224
27,0
28,240
29,0
30,0
31,240
32,0
33,0
1,368
2,304
3,400
4,384
5,384
6,448
7,368
8,304
9,416
10,336
11,368
12,352
13,384
14,304
15,384
16,336
17,256
18,256
19,304
20,256
21,16
22,224
23,256
24,272
25,272
26,0
27,240
28,208
29,272
30,0
31,272
32,192
33,0
34,208
35,192
36,224
37,192
38,192
39,0
40,160
41,160
42,0
43,208
44,0
45,208
46,0
47,144
48,128
49,0
50,128
51,0
52,0
1,320
2,384
3,304
4,336
5,368
6,336
7,304
8,352
9,304
10,320
11,288
12,352
13,304
14,288
15,288
16,0
17,272
18,0
19,272
20,256
21,272
22,16
23,0
1,336
2,304
3,352
4,352
5,320
6,288
7,416
8,288
9,336
10,304
11,352
12,256
13,304
14,336
15,0
16,256
17,272
18,256
19,336
20,256
21,240
22,0
23,256
24,0
25,336
26,224
27,0
28,256
29,0
30,240
31,0
32,0
1,320
2,432
3,448
4,480
5,464
6,528
7,384
8,320
9,352
10,304
11,304
12,288
13,432
14,304
15,288
16,256
17,352
18,256
19,0
20,288
21,240
22,0
23,272
24,0
25,224
26,256
27,0
28,256
29,0
30,288
31,208
32,0
33,208
34,224
35,192
36,0
37,224
38,192
39,0
40,192
41,0
42,160
43,160
44,0
45,192
46,0
47,160
48,0
49,128
50,112
51,0
52,128
53,128
54,176
55,144
56,0
57,80
58,96
59,112
60,80
61,80
62,0
63,64
64,96
65,0
66,96
67,64
68,0
69,48
70,0
71,48
72,32
73,48
74,32
75,16
76,32
77,16
78,0
79,0
80,0
81,0
1,336
2,384
3,352
4,304
5,400
6,320
7,336
8,352
9,320
10,288
11,304
12,336
13,320
14,272
15,0
16,304
17,304
18,240
19,288
20,256
21,0
22,256
23,0
24,224
25,240
26,240
27,0
28,272
29,0
30,224
31,224
32,192
33,0
34,240
35,0
36,192
37,192
38,0
39,0
40,160
41,0
42,0
1,368
2,368
3,320
4,336
5,368
6,320
7,288
8,400
9,304
10,304
11,320
12,320
13,256
14,0
15,256
16,352
17,240
18,0
19,0
1,320
2,352
3,352
4,336
5,320
6,384
7,320
8,0
9,320
10,352
11,0
12,0
1,400
2,416
3,384
4,432
5,336
6,464
7,352
8,352
9,368
10,384
11,0
12,304
13,400
14,0
15,320
16,368
17,336
18,256
19,336
20,304
21,0
22,384
23,384
24,0
25,256
26,352
27,272
28,0
29,272
30,0
31,240
32,336
33,176
34,0
35,192
36,208
37,176
38,0
39,240
40,176
41,144
42,0
43,160
44,176
45,0
46,144
47,0
48,0
1,384
2,288
3,352
4,384
5,320
6,304
7,384
8,320
9,288
10,320
11,368
12,272
13,304
14,320
15,0
16,240
17,288
18,240
19,336
20,0
21,256
22,224
23,0
24,0
1,336
2,368
3,320
4,320
5,400
6,320
7,304
8,368
9,0
10,304
11,304
12,352
13,288
14,0
15,0
1,304
2,352
3,400
4,320
5,336
6,368
7,352
8,272
9,384
10,320
11,304
12,272
13,368
14,272
15,288
16,272
17,352
18,256
19,272
20,0
21,272
22,304
23,272
24,0
25,272
26,240
27,0
28,0
1,352
2,320
3,304
4,400
5,304
6,304
7,368
8,304
9,288
10,304
11,352
12,288
13,304
14,320
15,272
16,288
17,256
18,0
19,288
20,368
21,224
22,272
23,0
24,304
25,224
26,0
27,192
28,0
29,224
30,272
31,0
32,224
33,208
34,0
35,176
36,224
37,0
38,0
39,240
40,192
41,0
42,0
43,144
44,160
45,0
46,144
47,0
48,208
49,0
50,0
51,0
1,368
2,288
3,384
4,336
5,336
6,288
7,384
8,288
9,336
10,352
11,288
12,288
13,304
14,352
15,288
16,256
17,288
18,288
19,0
20,256
21,240
22,0
23,272
24,272
25,0
26,240
27,224
28,0
29,224
30,0
31,0
1,336
2,368
3,304
4,400
5,304
6,304
7,384
8,304
9,320
10,320
11,336
12,304
13,272
14,304
15,304
16,0
17,0
1,352
2,336
3,400
4,304
5,336
6,368
7,336
8,288
9,384
10,304
11,304
12,304
13,368
14,256
15,304
16,240
17,352
18,224
19,0
20,256
21,272
22,0
23,320
24,224
25,0
26,224
27,0
28,224
29,0
30,272
31,288
32,0
33,288
34,16
35,0
36,0
37,240
38,272
39,0
40,240
41,224
42,0
43,224
44,224
45,0
46,224
47,224
48,0
49,0
1,368
2,496
3,464
4,400
5,416
6,400
7,432
8,432
9,352
10,480
11,336
12,352
13,320
14,0
15,0
1,400
2,336
3,448
4,288
5,352
6,336
7,352
8,288
9,320
10,368
11,304
12,256
13,352
14,272
15,288
16,272
17,336
18,0
19,272
20,240
21,256
22,0
23,320
24,0
25,240
26,0
27,240
28,0
29,0
1,352
2,400
3,304
4,336
5,384
6,336
7,336
8,384
9,288
10,304
11,304
12,352
13,272
14,288
15,304
16,0
17,256
18,272
19,0
20,256
21,288
22,272
23,224
24,0
25,208
26,0
27,0
1,432
2,320
3,320
4,400
5,336
6,304
7,336
8,336
9,304
10,304
11,384
12,288
13,304
14,288
15,352
16,256
17,256
18,240
19,0
20,304
21,288
22,0
23,256
24,240
25,320
26,0
27,0
1,336
2,416
3,400
4,336
5,320
6,400
7,320
8,336
9,304
10,352
11,0
12,320
13,256
14,368
15,272
16,272
17,288
18,336
19,240
20,0
21,240
22,0
23,224
24,0
25,272
26,272
27,208
28,0
29,240
30,0
31,288
32,0
33,192
34,0
35,192
36,0
37,176
38,192
39,0
40,240
41,0
42,160
43,0
44,176
45,160
46,0
47,128
48,0
49,0
1,416
2,304
3,336
4,368
5,320
6,320
7,368
8,288
9,320
10,288
11,368
12,288
13,304
14,304
15,288
16,0
17,288
18,256
19,0
20,304
21,0
22,224
23,256
24,0
25,0
1,304
2,384
3,320
4,320
5,368
6,336
7,304
8,336
9,304
10,304
11,288
12,352
13,288
14,288
15,256
16,336
17,256
18,0
19,240
20,0
21,256
22,0
23,272
24,0
25,240
26,240
27,0
28,224
29,320
30,0
31,0
1,336
2,320
3,416
4,288
5,320
6,352
7,352
8,272
9,320
10,368
11,304
12,272
13,352
14,272
15,288
16,256
17,336
18,256
19,0
20,256
21,240
22,0
23,336
24,288
25,320
26,240
27,0
28,304
29,288
30,0
31,256
32,0
33,0
34,272
35,0
36,256
37,0
38,256
39,240
40,0
41,224
42,0
43,240
44,208
45,0
46,128
47,192
48,0
49,176
50,192
51,0
52,176
53,0
54,144
55,160
56,0
57,128
58,128
59,128
60,0
61,128
62,64
63,0
64,0
1,368
2,416
3,400
4,368
5,320
6,400
7,384
8,432
9,368
10,320
11,272
12,400
13,288
14,0
15,256
16,272
17,320
18,256
19,256
20,256
21,320
22,0
23,0
1,336
2,320
3,400
4,288
5,352
6,336
7,320
8,288
9,336
10,320
11,320
12,272
13,352
14,288
15,272
16,240
17,336
18,0
19,272
20,224
21,272
22,288
23,288
24,240
25,272
26,240
27,288
28,192
29,0
30,208
31,0
32,208
33,272
34,0
35,224
36,0
37,192
38,0
39,192
40,160
41,0
42,224
43,176
44,176
45,0
46,128
47,0
48,144
49,160
50,0
51,0
52,144
53,144
54,0
55,112
56,0
57,112
58,0
59,80
60,0
61,80
62,96
63,112
64,64
65,0
66,0
1,320
2,320
3,400
4,320
5,336
6,336
7,336
8,320
9,288
10,416
11,288
12,320
13,272
14,352
15,272
16,0
17,256
18,320
19,288
20,272
21,224
22,0
23,240
24,0
25,272
26,0
27,224
28,0
29,208
30,0
31,176
32,0
33,272
34,192
35,0
36,0
37,192
38,0
39,0
1,368
2,368
3,320
4,320
5,416
6,304
7,336
8,320
9,352
10,272
11,336
12,352
13,288
14,288
15,288
16,320
17,0
18,256
19,272
20,256
21,0
22,288
23,256
24,0
25,240
26,224
27,0
28,288
29,208
30,0
31,0
32,0
33,0
34,176
35,0
36,192
37,240
38,0
39,192
40,0
41,192
42,176
43,0
44,128
45,176
46,192
47,0
48,112
49,0
50,0
1,320
2,416
3,432
4,384
5,304
6,384
7,304
8,304
9,352
10,320
11,0
12,320
13,240
14,352
15,272
16,0
17,256
18,0
19,304
20,272
21,224
22,0
23,0
1,352
2,384
3,336
4,304
5,368
6,304
7,336
8,368
9,320
10,288
11,272
12,368
13,288
14,288
15,0
16,256
17,320
18,0
19,256
20,272
21,0
22,256
23,304
24,224
25,0
26,208
27,0
28,0
29,256
30,0
31,0
32,0
1,336
2,336
3,336
4,368
5,320
6,336
7,368
8,336
9,288
10,368
11,336
12,352
13,336
14,400
15,336
16,0
17,288
18,384
19,304
20,336
21,256
22,0
23,352
24,288
25,0
26,304
27,0
28,0
29,0
30,336
31,288
32,0
33,256
34,304
35,272
36,0
37,176
38,0
39,224
40,224
41,0
42,272
43,208
44,0
45,0
1,432
2,432
3,384
4,368
5,480
6,272
7,336
8,320
9,352
10,304
11,304
12,336
13,320
14,288
15,320
16,320
17,0
18,256
19,256
20,0
21,272
22,0
23,304
24,240
25,0
26,208
27,240
28,0
29,272
30,224
31,224
32,0
33,0
34,224
35,288
36,192
37,0
38,0
1,352
2,368
3,336
4,336
5,320
6,384
7,288
8,336
9,352
10,400
11,288
12,336
13,0
14,304
15,240
16,320
17,320
18,304
19,256
20,272
21,0
22,320
23,256
24,256
25,224
26,0
27,272
28,240
29,208
30,0
31,0
1,320
2,400
3,320
4,304
5,400
6,304
7,320
8,288
9,368
10,256
11,320
12,336
13,304
14,272
15,288
16,304
17,272
18,240
19,0
20,288
21,0
22,288
23,272
24,224
25,16
26,224
27,336
28,0
29,224
30,0
31,240
32,0
33,192
34,224
35,0
36,0
37,208
38,192
39,0
40,176
41,0
42,144
43,0
44,0
1,400
2,320
3,320
4,400
5,304
6,304
7,320
8,368
9,272
10,352
11,352
12,304
13,288
14,304
15,336
16,304
17,0
18,272
19,272
20,0
21,0
22,256
23,224
24,0
25,224
26,240
27,272
28,0
29,208
30,240
31,0
32,208
33,272
34,0
35,176
36,0
37,176
38,192
39,0
40,192
41,240
42,0
43,160
44,176
45,160
46,0
47,144
48,160
49,176
50,0
51,112
52,128
53,0
54,0
1,368
2,368
3,320
4,320
5,368
6,304
7,352
8,304
9,400
10,272
11,336
12,256
13,368
14,288
15,0
16,272
17,320
18,256
19,0
20,224
21,288
22,0
23,288
24,256
25,0
26,224
27,0
28,224
29,0
30,224
31,256
32,0
33,224
34,0
